experience,music,3.47,6,1,7,1,5,3,1,1,1,7.5,3,8,3,1,5,2
music,project,3.63,5,0,6,1,5,3,4,2,3,6,5,2,7,2,4,3
glass,metal,5.56,7,7,8,4,6,5,4,7,6,4,7,7,6,0,5,6
aluminum,metal,7.83,9,8.75,9,9,7,7,6,8,6,7.5,8,9,8,8,8,7
chance,credibility,3.88,8,3,1,3,6,3,3,4,3,6,3,8,1,1,4,5
exhibit,memorabilia,5.31,7,6,9,7,7,3,2,7,3,6,7,7,5,2,1,6
concert,virtuoso,6.81,8,6,7.5,9,6,7,7,8,2,7.5,7,7,8,3,8,8
rock,jazz,7.59,8,9,9,5,8,7,8,9,7,7.5,8,8,9,1,9,9
museum,theater,7.19,8,7.5,8.5,6,8,8,8,9,7,6,8,8,7,1,8,7
observation,architecture,4.38,7,3,3,4,6,3,6,5,3,4,7,7,3,1,2,6
space,world,6.53,7,6,8.5,3,9,6,7,9,5,6,8,8,5,3,8,6
preservation,world,6.19,7,8,7,6,7,7,2,8,4,6,6,8,8,4,6,5
admission,ticket,7.69,8,8,9,9,9,8,7,9,6,6,6,9,9,5,8,7
shower,thunderstorm,6.31,8,9,8,6,7,8,2,7,6,4,5,9,8,2,8,4
shower,flood,6.03,8,7,8.5,6,7,8,2,7,6,6,7,8,8,0,4,4
weather,forecast,8.34,8,7.5,9,9,9,9,7,9,7,8,8,9,10,7,9,8
disaster,area,6.25,7,8,9,3,9,8,3,5,6,6,5,8,9,1,5,8
governor,office,6.34,8,5,7.5,3,7,8,1,6,5,6,6,8,7,8,8,8
architecture,century,3.78,6,0,7.5,1,6,8,1,3,1,6,5,7,3,2,2,2
